4.149805738699755553e-01,1.018240415678171695e+00,2.276828756425447686e+00,2.657992967075911928e+00,5.126016774124555475e+00,3.168275073777625739e+00,6.400376528290617095e+00
1.583311552955213586e-01,9.894560363631657030e-01,1.243981650852429732e+00,1.538704434035888857e+00,3.093562444592851790e+00,2.046816468992604943e+00,3.068297008543343196e+00
3.803871995985502186e-01,8.534508830694370607e-01,2.564831369510054415e+00,2.699679725272066566e+00,5.332658208247313070e+00,3.126408865972003071e+00,6.571123996975995141e+00
5.525563331711661474e-01,1.761231464875752106e+00,1.868184312532121805e+00,2.832339151296470181e+00,-6.259088467394802180e+00,-4.319098817953324954e+00,-5.184133065467052326e+00
6.401360349790502502e-01,2.724556236258290909e+00,2.943646529579997395e+00,3.861994359642203278e+00,-7.265009071622831271e+00,5.296010084430794684e+00,8.789089158683543346e+00
3.385281861728623998e-01,9.288819287726129970e-01,1.834348956418516918e+00,2.404637222535810359e+00,4.538576777925534600e+00,2.873329143396115448e+00,-5.119809849815093905e+00
3.232846859262265005e-01,1.438369126685882682e+00,1.450183502989047080e+00,2.236560064620457755e+00,4.088270972262876057e+00,2.959644291386345660e+00,-4.791905013033941785e+00
7.423211456965270738e-01,2.302486071298889936e+00,3.176993559382165344e+01,3.272417810326097509e+01,-6.507381270598297363e+01,-3.389955481862714493e+01,-6.518335911387440262e+01
5.071945493149835338e-01,1.406925384467013762e+00,2.555344790632958496e+00,3.365624608501746273e+00,-6.779683097829791727e+00,-4.302474956768973513e+00,-6.354816994689130638e+00
7.617561486250085112e-01,2.661844447450979700e+00,nan,nan,nan,nan,nan
4.746502933809081948e-01,1.319788447202979720e+00,2.656736593304619642e+00,2.729294176286537255e+00,5.429984605515707052e+00,3.436060453663785541e+00,-6.151972488947796691e+00
6.096231865236774183e-01,2.591212671247797417e+00,2.803672659861487393e+00,5.493269113513046698e+00,-9.939214436153669396e+00,-8.179995537474637146e+00,9.705407611295180814e+00
4.918088478155927534e-01,2.088535227550218032e+00,2.514687112384269341e+00,2.946004709416385037e+00,5.707060616707396505e+00,4.110998982917010380e+00,-6.116261959038287621e+00
5.979655309045229794e-01,2.263802347280849503e+00,2.341658971797561772e+00,3.450904954738208463e+00,-6.393788344301449378e+00,-5.571772079481174700e+00,6.704248635296765180e+00
6.484714408078386949e-01,1.724842002552557707e+00,4.731767118311569043e+00,4.050849517651672116e+00,8.516497113849368361e+00,4.913495094589408474e+00,8.711036092833630562e+00
4.501560319277352340e-01,1.603106689351127656e+00,2.117338393382900641e+00,2.690748386608341924e+00,5.153829239461986234e+00,3.548584082523875693e+00,5.406455444583633252e+00
4.818235940410234841e-01,1.515802691698223015e+00,2.122859874441434425e+00,3.167987715522012415e+00,5.894246713169875029e+00,4.096255508376497545e+00,6.067153627755502932e+00
6.511221132838392878e-01,1.840055045288665259e+00,3.946219395162770205e+00,3.721989550479906317e+00,7.679083933300961284e+00,4.701126469582548317e+00,7.738136606393877237e+00
6.226479180834745275e-01,1.901407184020323049e+00,2.251828120069308437e+00,3.002410386497228689e+00,5.807607741307765359e+00,4.132451609301659445e+00,-5.755589404392021713e+00
7.431865270114678124e-01,2.313992933795081086e+00,3.228200773208798324e+01,3.254388560378981765e+01,6.514392276498271883e+01,-3.386225007292232903e+01,-6.507605346089864895e+01
